Board_ID,Voltage_Input_V,Voltage_5V_Out,Voltage_3V3_Out,Ripple_5V_mV,Ripple_3V3_mV,Current_Draw_mA,Temperature_Reg_C,Clock_Freq_MHz
N043,11.994217585880588,4.967850335308776,3.3075748091847066,12.489933142217446,4.898836849940185,147.6490208895764,41.48081729727279,15.999687590711153
N044,11.984944815220535,5.003692677170646,3.3129863279125518,10.98611364925774,7.8663199407308175,152.2078431032895,38.993714093763785,16.000013045525105
N045,11.92607390048163,5.0051976558849685,3.281995553894163,11.057923388763355,6.04329574924272,132.64177749936354,41.508513871828114,16.000258829510233
N046,11.964007789580265,5.015636457435546,3.2949824814623856,12.464099874715272,9.004508823245057,141.01552372264763,41.454552860504656,15.999637128093424
N047,11.97696806145201,4.975260985782438,3.2928758203325854,9.103831317005351,8.549897369145272,147.8853606359027,36.60622671411686,16.00009338338224
N048,12.052856111310946,4.973590867738315,3.290200061511394,9.185072451246889,6.590180320508967,143.98477306978504,41.89141026696438,15.999622308533823
N049,12.017180914478423,5.010438831312338,3.3264818136042162,10.563111557495128,7.22919962399496,146.85572936685654,41.53813093958264,15.999694241098505
N050,11.911847992231863,5.005939693464664,3.306074725664414,11.573105696576306,6.411179717166572,141.9800740664209,43.392412729626834,15.999296669451576
N051,12.01620419846974,5.005009857006917,3.281086740684974,12.621815131196009,7.905981354090242,145.4329489373645,45.69791218989069,15.999538383376944
N052,11.980745885979184,5.00692896418994,3.3137679292058215,14.950712433899104,9.432713480751858,144.2216138230396,44.25313005909551,15.999324157697192
N053,11.966153899984702,4.98639950556843,3.3318323429551895,13.71531924640404,6.5214109304966845,150.83891030829903,41.46222261889034,15.999512063373512
N054,12.030583814442043,5.0046450739432204,3.315486978908267,11.680122940073145,8.756069773276767,146.27210421650608,39.78694818251666,16.000526820898305
N055,12.051549976124798,5.005861449465973,3.2772094505106897,11.961967584194623,7.204613572441339,146.68801331037602,47.14671960649972,15.999525300555584
N056,12.04656400595581,4.985712971639472,3.292736488907006,9.994941270724382,6.810690751606484,142.94061516938766,42.11843686802898,16.00131619103242
N057,11.958039123838867,5.037315490222895,3.319003667237799,11.96297372801522,7.839454460068163,142.56196887963753,42.02785858382589,16.00024665895044
N058,11.984539381207439,5.009476658418236,3.289384958015718,11.422682722159724,6.447136516370939,142.8372090609019,41.95174982577999,16.000092418061847
N059,12.016563171570178,4.976173930055947,3.3066572914221934,12.64543712067618,7.169526041979227,146.9722607118915,42.39616952153571,15.99957082110991
N060,12.048777256356118,5.013131072172676,3.3116195108014397,10.345538112895355,6.203183161116727,142.8950775958987,41.71127917615212,16.000350154939703
N061,11.976041288107735,4.980506366595454,3.2860960429263284,13.038693028482344,10.947087699374585,146.44887428448206,40.852675986239525,15.999712181086881
N062,11.99071705116681,5.015741692074849,3.2991071196590727,15.065477826005155,8.052895327957593,155.3770039932272,40.90628211751922,16.000061004907323
N063,11.944683251299699,5.023171911580148,3.251380989898964,11.782479703086285,6.950411738011121,149.35562351715845,41.934493459568,16.001280042269133
N064,11.940189668795966,4.983586353632965,3.2846341853799856,12.803423444197882,8.320969866101333,143.3698823391608,40.91315045773247,15.999951970050137
N065,12.04062629111971,5.019267522584887,3.2962114777291025,13.380287983422225,7.831507925463756,151.00606961081974,40.57430843464567,16.000574636663142
N066,12.06781200142854,5.00825561853873,3.281283252270527,11.197559056228327,7.668545600700165,142.95962313489224,42.21286045538379,15.999648411787437
N067,11.996399493920983,5.01644120319989,3.3244861695589742,12.448184963620834,8.921250050065138,134.80937732411073,41.49004556515829,15.999982505754751
N068,12.0501766448946,5.0379358596530786,3.27854787933059,12.02518480156359,9.136261565070958,139.95956844541297,45.007985977165376,16.000885400317816
N069,12.018081801252382,4.995092237679943,3.293399332699545,12.195352197097664,7.204248278584209,135.6460403948707,36.69806038321398,15.999686516471106
N070,11.967744012269744,4.9849252767128505,3.3019611086592913,10.453980432289066,7.13627263903298,143.24243257979344,44.18301370384492,16.000906224279
N071,12.01806978027542,4.9822097114074895,3.3216190993359915,12.049020348517885,7.587422454272534,145.09209189594776,44.492170384995255,16.00035387596773
N072,12.0769018283233,4.983683794300691,3.2784620677323084,12.9959965824909,4.547118252896623,153.38218656137641,37.8532195351837,15.999718766612053
N073,11.998208698044502,4.998457965811718,3.3174474562823244,14.902287215590084,5.727213406702171,146.63463686882082,41.3146248118393,16.000316203869527
N074,12.0782321827907,5.006823039496333,3.3001534959152936,13.918541652170413,10.050311401166788,143.90449735595567,41.25711826800842,16.000486277224812
N075,11.869012744795512,5.005533815986601,3.2852773702342803,16.306364915023114,10.467451570251924,149.14702790591744,39.184976610564355,16.00031090498111
N076,12.041095125218762,5.016543664980721,3.306931552113949,10.4653048742239,7.626445940665432,133.94432345496057,40.44436662481825,15.999214887640054
N077,12.004352353411909,5.000260037837558,3.302985895433602,13.744641273441356,8.86483544458365,146.17807279054284,39.778848309068344,15.999636431412087
N078,11.985049632476706,5.029070681543146,3.290996746842618,12.366684011476703,8.466875231815305,148.85432596943483,45.504540886847245,15.999876240682225
N079,12.004588038826775,4.9947068633352405,3.30104703127485,16.379605866435345,12.618321212682856,137.60706877110078,43.871356786294925,15.99996278328545
N080,11.900621554269955,5.054403383331793,3.2942202960470732,10.383403429289697,9.679362367151866,150.71877021603464,44.54311018998832,16.000310336048777
N081,11.989016405608124,5.0125133469553,3.3017027601787685,10.320556315638449,7.80812361277885,146.69248203747208,43.44334412808647,16.000088850500468
N082,12.017855628575587,4.982856848871674,3.3099319601178157,10.801214709111957,6.566689339099361,142.923560430496,39.741896457565545,15.999332327820644
N083,12.073894702237077,4.978582150038778,3.3237902522421803,7.752208551380386,5.590330519613641,148.16390933053142,40.950959467440455,16.000190098925504
N084,11.974086489086318,5.009649448304864,3.281432767517597,10.948489956638477,8.305195453800835,156.35346428902199,42.97874912245584,16.000305292872643
N085,11.959575319855341,4.995530744293483,3.331995500619844,10.481734676892604,6.865473882073545,145.9093312752925,39.55574438221611,16.000279895223965
N086,11.974912147820772,5.014280009881841,3.2707186830071624,12.300787572952416,5.866619435603489,146.24110293150167,43.425996860344775,16.000540390362776
N087,12.045770105885104,5.009464752491471,3.297723223574466,12.683511951554319,7.03014067363621,142.70319550229877,41.51934920368373,16.000416961077274
N088,12.016437555482984,4.998543421746863,3.3088247580972685,15.752341678431772,6.3776779945784074,140.75077815267605,41.25035838490081,16.000229590039613
N089,11.973511989811648,4.983064125638632,3.304214878016025,13.9008476763721,10.530712452608848,149.15167908272122,43.42191993640698,15.99996491714427
N090,12.025663371655668,4.969703055506283,3.2906595072026907,10.846192688675194,9.322459635424176,140.71958087045567,42.88852662297208,15.999169519533242
N091,12.004853877467403,4.9910697009586595,3.2968781662446407,10.203170657303284,7.988041038025074,145.35783118609697,41.27806766836184,16.000214809109565
N092,12.048432249526645,5.01712797588647,3.2926049859801174,12.983838343013012,10.21991620833504,142.6117127661744,44.318659606728495,16.000103843843583
N093,11.964897345306133,5.004281874882604,3.291159528645837,9.359533585958715,8.116052461471428,147.39489912873196,39.83787334480021,16.000135789418596
N094,11.983616892670112,4.975085224425761,3.312744031455315,15.662917531708707,6.708073698007604,146.66831052643474,43.231871213888525,15.99936162571209
N095,11.980394592343393,5.003463618517023,3.3053552322894757,14.358880241442574,10.284686115904485,150.1876997212895,43.18620251593677,15.999459471729796
N096,11.926824252593395,5.007706347594577,3.28960635607109,11.061648695790591,8.808365065526989,142.44991800572626,41.38090712137202,16.000526576426665
N097,12.014806013853228,4.982322851275978,3.3134939981314986,8.573730941818244,6.444130768510315,143.65062532353315,42.652266044484236,15.999980222423071
N098,12.013052763608995,5.003074502118911,3.304609492813149,14.707744748330825,7.714491982874588,140.10618142108845,39.49777284722939,16.000340750348688
N099,12.000255672832123,5.00116417436892,3.312192931782584,11.770920309494764,6.686572619922864,142.77853369961943,43.8480540384138,16.000014159188066
N100,11.988270643331242,4.977140594043387,3.309444432628854,14.475632623946924,5.925800403553496,146.88650246522425,41.63019572711402,16.00001487806975
